Real Price,LSTM Prediction,Quantum-Corrected Prediction
54.09000015258789,52.54241,55.182996426602166
53.84000015258789,52.40081,54.64235888558626
53.58000183105469,52.26046,54.73425369767247
53.11000061035156,52.12462,55.18883997693438
52.810001373291016,51.97121,54.54581381096199
53.220001220703125,51.809402,54.0604112284765
53.130001068115234,51.682262,53.822234565671664
54.63999938964844,51.565388,53.8675938607735
55.59999847412109,51.561764,54.230569152530514
54.81999969482422,51.635525,54.38458299293967
55.08000183105469,51.69053,53.837324490234444
56.7400016784668,51.76752,54.12117810340373
56.95000076293945,51.94346,54.19923665570864
56.5,52.13468,55.39220883838782
57.02000045776367,52.307484,55.23642843647991
57.68000030517578,52.4969,55.20564015415255
57.93999862670898,52.708115,55.02616912052388
58.5,52.92207,56.25723894868554
59.20000076293945,53.1493,57.06543780321335
59.380001068115234,53.396564,55.019670294658475
59.619998931884766,53.639572,55.28334720443831
58.36000061035156,53.874443,56.26061403468186
57.56999969482422,54.0208,56.59424549318147
58.650001525878906,54.095768,56.26292851533865
58.959999084472656,54.195988,57.45320566405673
59.54999923706055,54.29245,58.602166346411735
58.790000915527344,54.409836,57.87854721650535
58.52000045776367,54.48068,57.50308603293427
57.310001373291016,54.52292,58.43363908276173
58.15999984741211,54.483913,58.52182559447555
57.5,54.47716,57.88065396093162
60.18000030517578,54.425003,58.75262930332022
60.93000030517578,54.509216,58.67998698658781
61.02999877929688,54.639767,58.39085923388101
61.060001373291016,54.793514,58.36933194710045
61.90999984741211,54.94969,58.430205259743474
62.58000183105469,55.137688,58.67170274577627
63.68000030517578,55.34728,57.90555757031284
63.58000183105469,55.597656,58.10187957645623
63.75,55.83197,58.1385114635123
63.63999938964844,56.058132,57.95756082796843
63.11000061035156,56.25651,57.336366849863445
62.060001373291016,56.409702,57.839265192128046
62.43000030517578,56.48995,58.39258025421155
62.290000915527344,56.555965,58.595117246697946
62.68000030517578,56.593193,58.8674019929969
63.959999084472656,56.634834,58.36387048788887
64.7699966430664,56.727276,58.574754362509495
65.0999984741211,56.854877,58.518145257383004
64.62000274658203,57.001263,59.28117707840308
64.09500122070312,57.121944,59.58528766419917
