Real Price,LSTM Prediction,Quantum-Corrected Prediction
45.84999847412109,44.906467,44.69204844536934
46.20000076293945,45.15184,44.91267667995153
46.02000045776367,45.42051,45.52371316571042
45.34000015258789,45.638744,45.4395739510582
44.77000045776367,45.71624,45.47237112783526
45.7599983215332,45.677593,45.51627512038791
45.29999923706055,45.729496,45.619265353415294
45.70000076293945,45.718327,45.75192022184217
45.36000061035156,45.747776,45.64661268992787
45.130001068115234,45.721954,45.611754583930654
45.40999984741211,45.65947,45.737650007427185
45.720001220703125,45.62694,45.65273888961596
45.68999862670898,45.640736,45.72816841248502
45.220001220703125,45.662876,45.55835908427148
45.470001220703125,45.62501,45.689606196094864
45.16999816894531,45.61446,45.69517162554817
44.93999862670898,45.560566,45.68112567024633
44.91999816894531,45.475647,45.56561457672912
45.93000030517578,45.389328,45.37749240944814
46.18999862670898,45.447132,45.400485603068354
46.290000915527344,45.56885,45.713911613759294
45.68000030517578,45.71715,45.53944842734777
45.52000045776367,45.78435,45.98474973252636
44.90999984741211,45.805904,46.122276264720945
44.65999984741211,45.721584,45.738666860081736
44.34999847412109,45.57889,45.50577011187794
44.36000061035156,45.39706,45.44591819458649
44.11000061035156,45.21406,45.27332613256993
43.65999984741211,45.016792,45.08454389841385
43.380001068115234,44.773678,44.82786714268409
43.61000061035156,44.50906,44.897192741524506
43.130001068115234,44.302956,44.316793496062814
43.630001068115234,44.072334,44.21390215556437
43.84000015258789,43.936882,43.874307089348974
44.040000915527344,43.86819,43.76141583447358
44.310001373291016,43.865993,43.68997144083926
44.18000030517578,43.926945,43.88576929737229
44.02000045776367,43.990017,43.86742603209965
44.02000045776367,44.037354,44.10864472368569
43.77000045776367,44.091248,43.949436973194764
42.77000045776367,44.10898,44.21442447078592
43.220001220703125,43.9819,44.292193534158955
43.310001373291016,43.888565,43.88762322315384
43.5099983215332,43.81456,43.78313829710058
43.18000030517578,43.775066,43.82244170986373
42.72999954223633,43.70527,43.82152835528258
42.22999954223633,43.578194,43.65062641527809
42.560001373291016,43.385742,43.647101642550595
42.66999816894531,43.239788,43.01470786452645
43.02999877929688,43.128475,43.0846922472044
42.97499847412109,43.089687,42.700901070780084
