Real Price,LSTM Prediction,Quantum-Corrected Prediction
72.84343719482422,72.622826,72.41582958297003
72.91271209716797,72.66403,72.42162218928986
72.95230865478516,72.71618,72.48219699810087
72.65538787841797,72.77389,72.54980269689302
72.55012512207031,72.811844,72.65910429665804
72.59978485107422,72.83318,72.65993907152759
72.62957000732422,72.84292,72.71112091998509
72.34159088134766,72.84605,72.66475263496102
72.19264221191406,72.82175,72.63934483001718
72.32173156738281,72.77739,72.58517321666035
72.26215362548828,72.731895,72.67636131259852
71.9940414428711,72.67922,72.42981220292884
72.19264221191406,72.613075,72.3977909101456
72.31180572509766,72.5552,72.38323359107497
72.30186462402344,72.509445,72.29708207313777
72.35152435302734,72.4741,72.2712614598926
72.17278289794922,72.449165,72.27656552595204
72.0138931274414,72.423485,72.26793578339125
71.89473724365234,72.38892,72.21717158163932
71.74578094482422,72.34584,72.15867135334018
71.80535888671875,72.29301,72.13860182351755
71.95431518554688,72.24079,72.18862854207514
72.133056640625,72.20017,72.15806189811843
71.87487030029297,72.17971,72.17765357560098
71.91458892822266,72.152176,71.98813096654
71.7259292602539,72.131,72.03086502673062
71.8973159790039,72.101135,72.13338284337442
72.1863021850586,72.082245,71.98359650459786
72.20623016357422,72.0839,71.92735003944063
71.99696350097656,72.09786,72.05658603444076
72.14644622802734,72.1097,72.17666733413392
71.8973159790039,72.13195,72.14154830485616
71.95710754394531,72.13713,72.0611282329074
72.02686309814453,72.14384,72.11770618108451
72.22616577148438,72.15261,72.23058793551671
72.05675506591797,72.174126,72.07989838630559
71.90728759765625,72.18937,72.05525884940414
71.96707153320312,72.19203,72.08178911251193
72.30587768554688,72.1907,72.07275434161168
72.0866470336914,72.20691,72.15345506427117
71.97704315185547,72.21352,72.037412137903
72.11654663085938,72.214005,72.20330044102262
72.41549682617188,72.22051,72.15564396130594
72.32581329345703,72.248024,72.06395931830856
72.28594970703125,72.27467,72.11643370621131
72.05675506591797,72.302605,72.29546761510753
71.98699951171875,72.31244,72.15070663246156
71.79000091552734,72.31134,72.21479408922188
71.83000183105469,72.29055,72.17056597329056
71.93000030517578,72.261345,72.27186204242344
71.96540069580078,72.23021,72.1561421843036
